text_ID,text,Hindi
569,"During summer, Maharashtrians consume panha, a drink made from raw mango.","गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।"
570,The staple foods are rice and fish.,मुख्य खाद्य पदार्थ चावल और मछली हैं।
571,"Various kinds of red and green fish, prawns, crab, and shellfish curries are well known, along with kombadi wade and mutton prepared Malwani style.","विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।"
572,Mohari mutton is also one of the distinct delicacies of Malwani cuisine.,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।
573,"A large variety of fish is available in the region, including surmai, karali, bangada, bombil, paplet, halwa, tarali, suandale, kolambi, tisari, kalwa, and kurli.","इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।"
574,"All these fish are available in dried form, including prawns, which are known as sode.","ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।"
575,Local curries and chatanis are also prepared with dried fish.,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।
576,"Different types of rice breads and pancakes include tandlachi bhakari, ghawane, amboli, patole, appe, tandalachi, and shavai.","विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।"
577,"These rice breads are often eaten with coconut milk, fish curries, and chicken or mutton curries.","इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।"
578,Sole kadi made from kokam and coconut milk is a signature appetiser drink.,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।
579,"For vegetarians, Malwani delicacies include alloochi bhaji, alloochi gathaya, kalaya watanyacha, and sambara.","शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।"
580,"The sweets and desserts include ukadiche modak, Malawani khaje, khadakahde kundiche ladu, shegdanyache ladu, tandalchi kheer, and tandalachi shavai ani ras.","मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।"
581,"Meitei food are simple, tasty, organic and healthy.","मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।"
582,Rice with local seasonal vegetables and fish form the main diet.,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।
583,"Most of the dishes are cooked like vegetable stew, flavoured with either fermented fish called ngari, or dried and smoked fish.","अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।"
584,"The most popular Manipuri dish is eromba, a preparation of boiled and mashed vegetables, often including carrots, potatoes or beans, mixed with chilli and roasted fermented fish.","सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।"
585,"Another popular dish is the savoury cake called paknam, made of a lentil flour stuffed with various ingredients such as banana inflorescence, mushrooms, fish, vegetables etc., and baked covered in turmeric leaves.","एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।"
586,"Along with spicy dishes, a mild side dish of steamed or boiled sweet vegetables are often served in the daily meals.","मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।"
587,"The Manipuri salad dish called singju, made of finely julienned cabbage, green papaya, and other vegetables, and garnished with local herbs, toasted sesame powder and lentil flour is extremely popular locally.","बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।"
588,"Singju is often served with bora, which are fritters of various kinds, and also kanghou, or oil-fried spicy veggies.","सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।"
589,Cooked and fermented soybean is a popular condiment in all Manipuri kitchens.,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।
590,"The staple diet of Manipur consists of rice, fish, large varieties of leafy vegetables (of both aquatic and terrestrial).","मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।"
591,"Spiced meat is common, from goats, pigs, fowl, ducks, chickens, and cows.","मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।"
592,"In the Khasi and Jaintia Hills districts, common foods include jadoh, ki kpu, tung-rymbai, and pickled bamboo shoots.","खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।"
593,Other common foods in Meghalaya include minil songa (steamed sticky rice) and sakkin gata.,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।
594,"Like other tribes in the northeast, the Garos ferment rice beer, which they consume in religious rites and secular celebrations.","पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।"
595,"Rice is the staple food of Mizoram, while Mizos love to add non-vegetarian ingredients in every dish.","चावल मिज़ोरम का मुख्य भोजन है, जबकि मिज़ो हर व्यंजन में मांसाहारी सामग्री मिलाना पसंद करते हैं।"
596,"Fish, chicken, pork and beef are popular meats among Mizos.","मछली, मुर्गा, सूअर का मांस और गोमांस मिज़ो लोगों के बीच लोकप्रिय मांस हैं।"
597,Dishes are served on fresh banana leaves.,व्यंजनों को केले के ताज़े पत्तों पर परोसा जाता है।
598,Most of the dishes are cooked in mustard oil.,अधिकांश व्यंजन सरसों के तेल में पकाए जाते हैं।
599,Meals tend to be less spicy than in most of India.,भोजन भारत के अधिकांश हिस्सों की तुलना में कम मसालेदार होता है।
600,Mizos love eating boiled vegetables along with rice.,मिज़ो लोगों को चावल के साथ उबली हुई सब्जियां खाना पसंद है।
601,"A popular dish is bai, made from boiling vegetables (spinach, eggplant, beans, and other leafy vegetables) with bekang (fermented soya beans) or sa-um, fermented pork fat served with rice.","एक लोकप्रिय व्यंजन बाई है, जो उबली हुई सब्जियों (पालक, बैंगन, सेम और अन्य पत्तेदार सब्जियां) को बेकांग (किण्वित सोयाबीन) या सा-उम, किण्वित सूअर की चर्बी के साथ चावल के साथ बनाया जाता है।"
602,"Sawhchiar is another common dish, made of rice and cooked with pork or chicken.","सावचियार एक और आम व्यंजन है, जो चावल से बना होता है और सूअर के मांस या मुर्गे के साथ पकाया जाता है।"
603,"It is known for exotic pork meats cooked with simple and flavourful ingredients, like the extremely hot bhut jolokia pepper, fermented bamboo shoots, and akhuni (fermented soya beans).","यह साधारण और स्वादिष्ट सामग्री जैसे बेहद तीखी भूत जोलोकिया मिर्च, किण्वित बांस के अंकुर और अखुनी (किण्वित सोयाबीन) के साथ पके जाने वाले विदेशी सूअर के मांस के लिए जाना जाता है।"
604,"Another unique and strong ingredient used by the Naga people, is the fermented fish known as ngari.","नागा लोगों द्वारा उपयोग किया जाने वाला एक और अनूठा और मजबूत घटक, किण्वित मछली है जिसे न्गारी के नाम से जाना जाता है।"
605,Fresh herbs and other local greens also feature prominently in the Naga cuisine.,ताजी जड़ी-बूटियाँ और अन्य स्थानीय साग भी नागा व्यंजनों में प्रमुखता से शामिल हैं।
606,"The Naga use oil sparingly, preferring to ferment, dry, and smoke their meats and fish.","नागा लोग तेल का कम उपयोग करते हैं, वे अपने मांस और मछली को किण्वित करना, सुखाना और धुंएँ में पकाना पसंद करते हैं।"
607,"A typical meal consists of rice, meat, a chutney, a couple of stewed or steamed vegetable dishes, flavoured with ngari or akhuni.","एक विशिष्ट भोजन में चावल, मांस, चटनी, कुछ पके हुए या भाप में पके हुए सब्जी के व्यंजन होते हैं, जिन्हें न्गारी या अखुनी के साथ स्वाद दिया जाता है।"
608,Desserts usually consist of fresh fruits.,मिठाइयों में आम तौर पर ताज़े फल होते हैं।
609,The cuisine of Odisha relies heavily on local ingredients.,ओडिशा का भोजन स्थानीय सामग्री पर बहुत अधिक निर्भर करता है।
610,Flavours are usually subtle and delicately spiced.,स्वाद आम तौर पर सूक्ष्म और नाजुक मसालेदार होते हैं।
611,"Fish and other seafood, such as crab and shrimp, are very popular, and chicken and mutton are also consumed.","मछली और अन्य समुद्री भोजन, जैसे केकड़ा और झींगा, बहुत लोकप्रिय हैं और चिकन और मटन भी खाए जाते हैं।"
612,"Pakhala, a dish made of rice, water, and dahi (yogurt), that is fermented overnight, is very popular in summer in rural areas.","पखला, चावल, पानी और दही से बना एक व्यंजन है, जिसे रात भर किण्वित किया जाता है, जो गर्मियों में ग्रामीण क्षेत्रों में बहुत लोकप्रिय है।"
613,"Odias are very fond of sweets, so dessert follows most meals.","ओड़िया लोग मिठाई के बहुत शौकीन होते हैं, इसलिए अधिकांश भोजन के बाद मिठाई दी जाती है।"
614,"Panch phutana, a mix of cumin, mustard, fennel, fenugreek and kalonji (nigella), is widely used for flavouring vegetables and dals, while garam masala and turmeric are commonly used for meat-based curries.","पंचा फुटाना, जीरा, सरसों, सौंफ, मेथी और कलौंजी (निगेला) का मिश्रण, का उपयोग व्यापक रूप से सब्जियों और दालों को स्वादिष्ट बनाने के लिए किया जाता है, जबकि गरम मसाला और हल्दी का उपयोग आम तौर पर मांस-आधारित करी के लिए किया जाता है।"
615,"Popular Odia dishes include arna, kanika, dalma, khata (tamato and oou), dali (different types of lentils), spinach and other green leaves, and alu-bharta (mashed potato) along with pakhala.","लोकप्रिय ओडिया व्यंजनों में अर्ना, कनिका, दालमा, खाटा (टमाटर और ऊ), आली (विभिन्न प्रकार की दाल), पालक और अन्य हरी पत्तियाँ और आलू-भर्ता (मसला हुआ आलू) पखला के साथ शामिल हैं।"
616,"Odisha is also known for its chhena-based sweets, including chhena poda, chhena gaja, chhena jhili, and rasabali.","ओडिशा अपने छेना-आधारित मिठाइयों के लिए भी जाना जाता है, जिसमें छेना पोड़ा, छेना गाजा, छेना झिली और रसाबली शामिल हैं।"
617,"Some favourite dishes include coconut curry, tandoori potato, soya dosa, podanlangkai (snake gourd chutney), curried vegetables, stuffed cabbage, and baked beans.","कुछ पसंदीदा व्यंजनों में नारियल करी, तंदूरी आलू, सोया डोसा, पोडनलंगकाई (सर्प लौकी की चटनी), मसालेदार सब्जियां, भरी हुई पत्ता गोभी और बेक्ड बीन्स शामिल हैं।"
618,"Restaurant-style Punjabi cooking puts emphasis on creamy textured foods by using ghee, butter and cream, while home-cooked meals centre around whole wheat, rice, and other ingredients flavoured with various kinds of masalas.","रेस्तराँ-शैली के पंजाबी खाना पकाने में घी, मक्खन और क्रीम का उपयोग करके मलाईदार बनावट वाले खाद्य पदार्थों पर जोर दिया जाता है, जबकि घर में बने भोजन में साबुत गेहूं, चावल और विभिन्न प्रकार के मसालों से स्वाद वाले अन्य अवयवों पर ध्यान केंद्रित किया जाता है।"
619,"Common dishes cooked at home are roti with daal and dahi (yogurt) with a side chutney and salad that includes raw onion, tomato, cucumber, etc.","घर पर बनाए जाने वाले आम व्यंजनों में दाल के साथ रोटी और दही के साथ चटनी और सलाद शामिल हैं, जिसमें कच्चा प्याज, टमाटर, खीरा आदि शामिल हैं।"
620,"The meals are also abundant of local and seasonal vegetables usually sautéed with spices such as cumin, dried coriander, red chilli powder, turmeric, black cloves, etc.","भोजन में स्थानीय और मौसमी सब्जियां भी प्रचुर मात्रा में होती हैं जिन्हें आमतौर पर जीरा, सूखा धनिया, लाल मिर्च पाउडर, हल्दी, काली लौंग आदि मसालों के साथ पकाया जाता है।"
621,Masala chai is a favourite drink and is consumed in everyday life and at special occasions.,मसाला चाय एक पसंदीदा पेय है और इसका सेवन रोजमर्रा के जीवन में और विशेष अवसरों पर किया जाता है।
622,"Certain dishes exclusive to Punjab, such as makki di roti and sarson da saag, dal makhani, and others are a favourite of many.","पंजाब के कुछ विशिष्ट व्यंजन, जैसे मक्की दी रोटी और सरसों दा साग, दाल मखनी और अन्य कई लोगों के पसंदीदा हैं।"
623,"The masala in a Punjabi dish traditionally consists of onion, garlic, ginger, cumin, garam masala, salt, turmeric, tomatoes sauteed in mustard oil.","एक पंजाबी व्यंजन में मसाले पारंपरिक रूप से प्याज, लहसुन, अदरक, जीरा, गरम मसाला, नमक, हल्दी, टमाटर होते हैं जिन्हें सरसों के तेल में भूनकर बनाया जाता है।"
624,Tandoori food is a Punjabi specialty.,तंदूरी भोजन पंजाबी विशेषता है।
625,"Dishes like Bhatti da murgh also known as tandoori chicken, Chicken hariyali kabab, Achari paneer tikka, fish ajwaini tikka and Amritsari kulcha are some popular tandoori foods from Punjab.","भट्टी दा मुर्गा जिसे तंदूरी चिकन के नाम से भी जाना जाता है, चिकन हरियाली कबाब, आचारी पनीर टिक्का, मछली अजवैनी टिक्का और अमृतसर की कुलचा जैसे व्यंजन पंजाब के कुछ लोकप्रिय तंदूरी खाद्य पदार्थ हैं।"
626,Common meat dishes in this region are Bhakra curry (goat) and fish dishes.,इस क्षेत्र में आम मांस व्यंजन भाखड़ा करी (बकरी) और मछली के व्यंजन हैं।
627,"Dairy products are regularly enjoyed and usually accompany main meals in the form of dahi, milk, and milk-derived products such as lassi, paneer, and more.","डेयरी उत्पादों का नियमित रूप से आनंद लिया जाता है और आमतौर पर दही, दूध और दूध से प्राप्त उत्पादों जैसे लस्सी, पनीर और अन्य के रूप में मुख्य भोजन के साथ लिया जाता है।"
628,"Punjabi cuisine includes desserts such as kheer, gajar ka halwa, sooji halwa, rasmalai, gulab jamun and jalebi.","पंजाबी व्यंजनों में खीर, गाजर का हलवा, सूजी का हलवा, रसमलाई, गुलाब जामुन और जलेबी जैसे मिष्ठान्न शामिल हैं।"
629,"Most desserts are ghee or dairy-based and use nuts such as almonds, walnuts, pistachios, cashews, and raisins.","अधिकांश मिठाइयाँ घी या डेयरी आधारित होती हैं और इसमें बादाम, अखरोट, पिस्ता, काजू और किशमिश जैसे मेवों का उपयोग किया जाता है।"
630,"Many popular foods such as tandoori dishes, naan, pakoras and vegetable dishes with paneer are derived from Punjabi cuisine.","कई लोकप्रिय खाद्य पदार्थ जैसे तंदूरी व्यंजन, नान, पकौड़े और पनीर के साथ सब्जी के व्यंजन पंजाबी व्यंजनों से लिए गए हैं।"
631,Chhole bhature and chhole kulche are famous dishes across North India.,छोले भटूरे और छोले कुल्चे पूरे उत्तर भारत में प्रसिद्ध व्यंजन हैं।
632,"Food is generally cooked in milk or ghee, making it quite rich.","भोजन को आम तौर पर दूध या घी में पकाया जाता है, जिससे यह काफी पौष्टिक हो जाता है।"
633,Gram flour is a mainstay of Marwari food mainly due to the scarcity of vegetables in the area.,मुख्य रूप से क्षेत्र में सब्जियों की कमी के कारण बेसन मारवाड़ी भोजन का मुख्य आधार है।
634,"Historically, food that could last for several days and be eaten without heating was preferred.","ऐतिहासिक रूप से, ऐसे भोजन को प्राथमिकता दी जाती थी जो कई दिनों तक चल सकता था और जिसे बिना गर्म किए खाया जा सकता था।"
635,"Major dishes of a Rajasthani meal may include daal-baati, tarfini, raabdi, ghevar, bail-gatte, panchkoota, chaavadi, laapsi, kadhi and boondi.","राजस्थानी भोजन के प्रमुख व्यंजनों में दाल-बाटी, तरफनी, रबड़ी, घेवर, बैल-गट्टे, पंचकुट, चावड़ी, लापसी, कढ़ी और बूंदी शामिल हो सकते हैं।"
636,"Typical snacks include bikaneri bhujia, mirchi bada, pyaaj kachori, and dal kachori.","विशिष्ट अल्पाहार में बीकानेरी भुजिया, मिर्च का बड़ा, प्याज की कचौरी और दाल की कचौरी शामिल हैं।"
637,Daal-baati is the most popular dish prepared in the state.,दाल-बाटी राज्य में तैयार की जाने वाली सबसे लोकप्रिय व्यंजन है।
638,"It is usually supplemented with choorma, a mixture of finely ground baked rotis, sugar and ghee.","इसे आम तौर पर बारीक पिसी हुई पकी हुई रोटियों, चीनी और घी के मिश्रण, चूरमा के साथ पूरक किया जाता है।"
639,"Their diet consisted of game meat and gave birth to dishes like laal maans, safed maas, khad khargosh and jungli maas.","उनके आहार में शिकार का मांस शामिल था और लाल मांस, सफेद मांस, खड़ खरगोश और जंगली मांस जैसे व्यंजन पैदा हुए।"
640,Nepalese-style dal bhat is popular in Sikkim.,नेपाली शैली की दाल भात सिक्किम में लोकप्रिय है।
641,"Rice is the staple food of the area, and meat and dairy products are also widely consumed.",चावल इस क्षेत्र का मुख्य भोजन है और मांस और दुग्ध उत्पाद भी व्यापक रूप से खाए जाते हैं।
642,"For centuries, traditional fermented foods and beverages have constituted about 20 percent of the local diet.","सदियों से, पारंपरिक किण्वित खाद्य पदार्थ और पेय पदार्थ स्थानीय आहार का लगभग 20 प्रतिशत हिस्सा रहे हैं।"
643,"Depending on altitudinal variation, finger millet, wheat, buckwheat, barley, vegetables, potatoes, and soybeans are grown.","ऊंचाई के आधार पर, बाजरा, गेहूं, कुट्टू, जौ, सब्जियां, आलू और सोयाबीन उगाए जाते हैं।"
644,"Dhindo, daal bhat, gundruk, momo, gya thuk, ningro, phagshapa, and sel roti are some of the local dishes.","ढिंडो, दाल भात, गुंड्रुक, मोमो, ग्या ठुक, निंगरो, फगशापा और सेल रोटी कुछ स्थानीय व्यंजन हैं।"
645,Alcoholic drinks are consumed by both men and women.,शराब का सेवन पुरुषों और महिलाओं दोनों द्वारा किया जाता है।
646,Beef is eaten by Bhutias.,भूटिया लोग गोमांस खाते हैं।
647,"A typical meal in many Sindhi households includes wheat-based flatbread (phulka) and rice accompanied by two dishes, one with gravy and one dry.","कई सिंधी घरों में एक विशिष्ट भोजन में गेहूं से बनी रोटी (पॉपड़ी) और चावल के साथ दो व्यंजन शामिल होते हैं, एक ग्रेवी के साथ और एक सूखा।"
648,Lotus stem (known as kamal kakri) is also used in Sindhi dishes.,कमल का तना (जिसे कमल ककरी के नाम से जाना जाता है) का उपयोग सिंधी व्यंजनों में भी किया जाता है।
649,Cooking vegetables by deep frying is common.,सब्जियों को डीप फ्राई करके पकाना आम बात है।
650,"Some regular Sindhi dishes are sindhi kadhi, sai bhaji, koki and besan bhaji.","सिंधी कढ़ी, साईं भाजी, कोकी और बेसन भाजी कुछ नियमित सिंधी व्यंजन हैं।"
651,"Ingredients frequently used are mango powder, tamarind, kokum flowers, and dried pomegranate seeds.","आम का पाउडर, इमली, कोकम के फूल और सूखे अनार के बीज अक्सर उपयोग की जाने वाली सामग्रियां हैं।"
652,The region has a rich cuisine involving both traditional non-vegetarian and vegetarian dishes.,इस क्षेत्र में पारंपरिक मांसाहारी और शाकाहारी दोनों तरह के व्यंजनों से भरपूर पाक-शैली है।
653,"Tamil food is characterised by its use of rice, legumes, and lentils, along with distinct aromas and flavours achieved by the blending of spices such as mustard, curry leaves, tamarind, coriander, ginger, garlic, chilli pepper, cinnamon, clove, cardamom, cumin, nutmeg, coconut and rose water.","तमिल भोजन की विशेषता चावल, फलियाँ और दालों का उपयोग है, साथ ही सरसों, करी पत्ता, इमली, धनिया, अदरक, लहसुन, मिर्च, दालचीनी, लौंग, इलायची, जीरा, जायफल, नारियल और गुलाब जल जैसे मसालों के मिश्रण से प्राप्त विशिष्ट सुगंध और स्वाद भी हैं।"
654,A meal (called saapadu) consists of rice with other typical Tamil dishes on a plantain leaf.,एक भोजन (जिसे सापदु कहा जाता है) में केले के पत्ते पर अन्य विशिष्ट तमिल व्यंजनों के साथ चावल शामिल होते हैं।
655,"Tamil food is characterised by tiffin, which is a light food taken for breakfast or dinner, and meals which are usually taken during lunch.","तमिल भोजन की विशेषता टिफिन है, जो नाश्ते या रात के खाने के लिए लिया जाने वाला हल्का भोजन है, और भोजन जो आमतौर पर दोपहर के भोजन के दौरान लिया जाता है।"
656,"Dosa, idli, pongal and biryani are some of the popular dishes that are eaten with chutney and sambar.","डोसा, इडली, पोंगल और बिरयानी कुछ लोकप्रिय व्यंजन हैं जिन्हें चटनी और सांभर के साथ खाया जाता है।"
657,"Fish and other seafoods are also very popular, because the state is located on the coast.","मछली और अन्य समुद्री भोजन भी बहुत लोकप्रिय हैं, क्योंकि राज्य तट पर स्थित है।"
658,Chicken and goat meat are the predominantly consumed meats in Tamil Nadu.,मुर्गे और बकरी का मांस तमिलनाडु में मुख्य रूप से खाया जाने वाला मांस है।
659,"A typical Tamil vegetarian meal is heavily dependent on rice, vegetables and lentil preparations such as rasam and sambar, but there are variations.","एक विशिष्ट तमिल शाकाहारी भोजन चावल, सब्जियों और दालों जैसे रसम और सांभर पर बहुत अधिक निर्भर करता है, लेकिन इसमें भिन्नताएँ हैं।"
660,"As mentioned above, the Chettinad variety of food uses many strong spices, such as pepper, garlic, fennel seeds and onions.","जैसा कि ऊपर उल्लेख किया गया है, चेट्टिनाड प्रकार के भोजन में काली मिर्च, लहसुन, सौंफ और प्याज जैसे कई तेज मसालों का उपयोग किया जाता है।"
661,Tamil food tends to be spicy compared to other parts of India so there is a tradition of finishing the meal with dahi (yogurt) is considered a soothing end to the meal.,"भारत के अन्य हिस्सों की तुलना में तमिल भोजन मसालेदार होता है, इसलिए दही के साथ भोजन समाप्त करने की परंपरा है जिसे भोजन का सुखदायक अंत माना जाता है।"
662,"Steamed rice is the main dish, and is always accompanied by a seasonally steamed/sauteed vegetable (poriyal), and two or three types of tamarind stews, the most popular being sambhar and rasam.","उबले हुए चावल मुख्य व्यंजन हैं, और हमेशा मौसमी भाप में पकाई/भुनी हुई सब्जी (पोरियल) और दो या तीन प्रकार के इमली के स्टू के साथ परोसे जाते हैं, जिनमें से सबसे लोकप्रिय सांभर और रसम हैं।"
663,"The meal typically ends with thair sadham (rice with yogurt), usually served with pickled mangoes or lemons.","भोजन आम तौर पर थायर सदाम (दही के साथ चावल) के साथ समाप्त होता है, जिसे आम तौर पर अचार के आम या नींबू के साथ परोसा जाता है।"
664,"Tiffin is the second meal of the day and features several breakfast favourites such as idli, rava idli, upma, dosa varieties, and vada, and is usually accompanied by chai.","टिफिन दिन का दूसरा भोजन है और इसमें कई पसंदीदा नाश्ते जैसे कि इडली, रवा इडली, उपमा, डोसा की विभिन्न किस्में और वड़ा शामिल हैं और आमतौर पर चाय के साथ परोसे जाते हैं।"
665,"Dinner is the simplest meal of the day, typically involving leftovers from either lunch or tiffin.","रात का खाना दिन का सबसे सरल भोजन है, जिसमें आम तौर पर दोपहर के भोजन या टिफिन से बचा हुआ खाना शामिल होता है।"
666,"Fresh seasonal fruit consumed in the state include bananas, papaya, honeydew and cantaloupe melons, jackfruit, mangos, apples, kasturi oranges, pomegranates, and nongu (hearts of palm).","राज्य में खाए जाने वाले ताज़े मौसमी फलों में केले, पपीता, हनीड्यू और खरबूजे, कटहल, आम, सेब, कस्तूरी संतरे, अनार और नोंगू (ताड़ के दिल) शामिल हैं।"
667,"Hyderabadi food is based heavily on non-vegetarian ingredients, while Telugu food is a mix of both vegetarian and non-vegetarian ingredients.","हैदराबादी भोजन मांसाहारी सामग्री पर आधारित है, जबकि तेलुगु भोजन शाकाहारी और मांसाहारी दोनों सामग्रियों का मिश्रण है।"
668,Telugu food is rich in spices and chillies are abundantly used.,तेलुगु भोजन मसालों से भरपूर होता है और मिर्च का प्रचुर मात्रा में उपयोग किया जाता है।
669,The food also generally tends to be more on the tangy side with tamarind and lime juice both used liberally as souring agents.,आम तौर पर भोजन में इमली और नींबू के रस का उपयोग खट्टापन लाने वाले एजेंट के रूप में किया जाता है।
670,Rice is the staple food of Telugu people.,चावल तेलुगु लोगों का मुख्य भोजन है।
671,Starch is consumed with a variety of curries and lentil soups or broths.,स्टार्च का सेवन विभिन्न प्रकार की करी और दाल के सूप या शोरबे के साथ किया जाता है।
672,Vegetarian and non-vegetarian foods are both popular.,शाकाहारी और मांसाहारी दोनों ही भोजन लोकप्रिय हैं।
673,"Hyderabadi cuisine includes popular delicacies such as biryani, haleem, Baghara baingan and kheema, while Hyderabadi day-to-day dishes see some similarities to Telanganite Telugu food, with its use of tamarind, rice, and lentils, along with meat.","हैदराबादी व्यंजनों में बिरयानी, हलीम, बघारा बैंगन और कीमा जैसे लोकप्रिय व्यंजन शामिल हैं, जबकि हैदराबादी के रोजमर्रा के व्यंजनों में तेलंगाना के तेलुगु भोजन के साथ कुछ समानताएं हैं, जिसमें मांस के साथ इमली, चावल और दाल का उपयोग किया जाता है।"
674,"Dahi (yogurt) is a common addition to meals, as a way of tempering spiciness.",मसालेदार बनाने के तरीके के रूप में दही भोजन में एक आम चीज है।
675,"The Tripuri are non-vegetarian, although they have a minority of Vaishnavite vegetarians.","त्रिपुरी मांसाहारी हैं, हालाँकि उनमें वैष्णव शाकाहारियों की एक अल्पसंख्यक संख्या है।"
676,"The major ingredients of Tripuri cuisine include vegetables, herbs, pork, chicken, mutton, fishes, turtle, shrimps, crabs, freshwater mussels, periwinkles, edible freshwater snails and frogs.","त्रिपुरी व्यंजनों के प्रमुख अवयवों में सब्जियां, जड़ी-बूटियां, सूअर का मांस, मुर्गा, मटन, मछली, कछुआ, झींगे, केकड़े, मीठे पानी के सीप, पेरीविंकल्स, खाने योग्य मीठे पानी के घोंघे और मेंढक शामिल हैं।"
677,"Traditionally, Uttar Pradeshi cuisine consists of Awadhi, Bhojpuri, and Mughlai cuisine, though a vast majority of the state is vegetarian, preferring dal, roti, sabzi, and rice.","परंपरागत रूप से, उत्तर प्रदेश के व्यंजनों में अवधी, भोजपुरी और मुगलई व्यंजन शामिल हैं, हालाँकि राज्य का एक विशाल बहुमत शाकाहारी है, जो दाल, रोटी, सब्जी और चावल पसंद करता है।"
678,Pooris and kachoris are eaten on special occasions.,विशेष अवसरों पर पूरी और कचौरी खाई जाती है।
679,"Chaat, samosa, and pakora, among the most popular snacks in India, originate from Uttar Pradesh.","भारत के सबसे लोकप्रिय अल्पाहार में से चाट, समोसा और पकौड़ा उत्तर प्रदेश से उत्पन्न हुए हैं।"
680,"Well-known dishes include kebabs, dum biryani, and various mutton recipes.","प्रसिद्ध व्यंजनों में कबाब, दम बिरयानी और मटन के विभिन्न व्यंजन शामिल हैं।"
681,"Sheer qorma, ghevar, gulab jamun, kheer, and ras malai are some of the popular desserts in this region.","शीर कोरमा, घेवर, गुलाब जामुन, खीर और रस मलाई इस क्षेत्र के कुछ लोकप्रिय मिष्ठान्न हैं।"
