,Sentence,Region,State,Sentiment
9295,"दाल बाफला इस क्षेत्र का एक आम भोजन है और इंदौर और अन्य आस-पास के क्षेत्रों में आसानी से मिल सकता है, जिसमें समृद्ध घी में डूबा हुआ एक भाप में पकाया और भुना हुआ गेहूँ का केक होता है, जिसे दाल और लड्डू के साथ खाया जाता है।",Southern Cultural Region,Andhra Pradesh,positive
9296,"दाल बाफला इस क्षेत्र का एक आम भोजन है और इंदौर और अन्य आस-पास के क्षेत्रों में आसानी से मिल सकता है, जिसमें समृद्ध घी में डूबा हुआ एक भाप में पकाया और भुना हुआ गेहूँ का केक होता है, जिसे दाल और लड्डू के साथ खाया जाता है।",Southern Cultural Region,Tamil Nadu,positive
9297,मध्य मध्य प्रदेश के मालवा और इंदौर क्षेत्रों की पाक विशेषता पोहा (चपटे चावल) है; जिसे आम तौर पर नाश्ते में जलेबी के साथ खाया जाता है।,Southern Cultural Region,Telangana,neutral
9298,मध्य मध्य प्रदेश के मालवा और इंदौर क्षेत्रों की पाक विशेषता पोहा (चपटे चावल) है; जिसे आम तौर पर नाश्ते में जलेबी के साथ खाया जाता है।,Southern Cultural Region,Kerala,neutral
9299,मध्य मध्य प्रदेश के मालवा और इंदौर क्षेत्रों की पाक विशेषता पोहा (चपटे चावल) है; जिसे आम तौर पर नाश्ते में जलेबी के साथ खाया जाता है।,Southern Cultural Region,Andhra Pradesh,neutral
9300,"इस क्षेत्र के पेय पदार्थों में लस्सी, बीयर, रम और गन्ने का रस शामिल हैं।",Southern Cultural Region,Lakshadweep,neutral
9301,"इस क्षेत्र के पेय पदार्थों में लस्सी, बीयर, रम और गन्ने का रस शामिल हैं।",Southern Cultural Region,Tamil Nadu,negative
9302,"इस क्षेत्र के पेय पदार्थों में लस्सी, बीयर, रम और गन्ने का रस शामिल हैं।",Southern Cultural Region,Andhra Pradesh,negative
9303,महुआ के फूलों से एक स्थानीय शराब का आसवन किया जाता है।,Southern Cultural Region,Andhra Pradesh,positive
9304,महुआ के फूलों से एक स्थानीय शराब का आसवन किया जाता है।,Southern Cultural Region,Kerala,positive
9305,महुआ के फूलों से एक स्थानीय शराब का आसवन किया जाता है।,Southern Cultural Region,Lakshadweep,positive
9306,खजूर का ताड़ी भी लोकप्रिय है।,Southern Cultural Region,Kerala,positive
9307,खजूर का ताड़ी भी लोकप्रिय है।,Southern Cultural Region,Karnataka,positive
9308,खजूर का ताड़ी भी लोकप्रिय है।,Southern Cultural Region,Puducherry,positive
9309,"जनजातीय क्षेत्रों में एक लोकप्रिय पेय सल्फी पेड़ का रस है, जो कि किण्वित होने पर मादक हो सकता है।",Southern Cultural Region,Telangana,negative
9310,"जनजातीय क्षेत्रों में एक लोकप्रिय पेय सल्फी पेड़ का रस है, जो कि किण्वित होने पर मादक हो सकता है।",Southern Cultural Region,Puducherry,negative
9311,"जनजातीय क्षेत्रों में एक लोकप्रिय पेय सल्फी पेड़ का रस है, जो कि किण्वित होने पर मादक हो सकता है।",Southern Cultural Region,Andhra Pradesh,negative
9312,"बाजरा, गेहूँ, चावल, ज्वार, सब्जियां, दालें और फल महाराष्ट्रीयन आहार के महत्वपूर्ण घटक हैं।",Southern Cultural Region,Tamil Nadu,neutral
9313,"बाजरा, गेहूँ, चावल, ज्वार, सब्जियां, दालें और फल महाराष्ट्रीयन आहार के महत्वपूर्ण घटक हैं।",Southern Cultural Region,Telangana,positive
9314,"बाजरा, गेहूँ, चावल, ज्वार, सब्जियां, दालें और फल महाराष्ट्रीयन आहार के महत्वपूर्ण घटक हैं।",Southern Cultural Region,Andhra Pradesh,positive
9315,"लोकप्रिय व्यंजनों में पूरन पोली, उकडीचे मोदक, बटाटा वड़ा, साबूदाना खिचड़ी, मसाला भात, पाव भाजी और वड़ा पाव शामिल हैं।",Southern Cultural Region,Puducherry,positive
9316,"लोकप्रिय व्यंजनों में पूरन पोली, उकडीचे मोदक, बटाटा वड़ा, साबूदाना खिचड़ी, मसाला भात, पाव भाजी और वड़ा पाव शामिल हैं।",Southern Cultural Region,Telangana,positive
9317,"लोकप्रिय व्यंजनों में पूरन पोली, उकडीचे मोदक, बटाटा वड़ा, साबूदाना खिचड़ी, मसाला भात, पाव भाजी और वड़ा पाव शामिल हैं।",Southern Cultural Region,Andhra Pradesh,positive
9318,पोह या चपटे चावल भी आम तौर पर नाश्ते में खाए जाते हैं।,Southern Cultural Region,Telangana,neutral
9319,पोह या चपटे चावल भी आम तौर पर नाश्ते में खाए जाते हैं।,Southern Cultural Region,Karnataka,neutral
9320,पोह या चपटे चावल भी आम तौर पर नाश्ते में खाए जाते हैं।,Southern Cultural Region,Kerala,neutral
9321,कांदा पोहा और आलू पोहा कुछ व्यंजन हैं जो नाश्ते और शाम के नाश्ते के लिए बनाए जाते हैं।,Southern Cultural Region,Karnataka,neutral
9322,कांदा पोहा और आलू पोहा कुछ व्यंजन हैं जो नाश्ते और शाम के नाश्ते के लिए बनाए जाते हैं।,Southern Cultural Region,Tamil Nadu,neutral
9323,कांदा पोहा और आलू पोहा कुछ व्यंजन हैं जो नाश्ते और शाम के नाश्ते के लिए बनाए जाते हैं।,Southern Cultural Region,Kerala,neutral
9324,लोकप्रिय मसालेदार मांस व्यंजनों में वे व्यंजन शामिल हैं जो कोल्हापुर क्षेत्र में उत्पन्न हुए थे।,Southern Cultural Region,Telangana,negative
9325,लोकप्रिय मसालेदार मांस व्यंजनों में वे व्यंजन शामिल हैं जो कोल्हापुर क्षेत्र में उत्पन्न हुए थे।,Southern Cultural Region,Karnataka,negative
9326,लोकप्रिय मसालेदार मांस व्यंजनों में वे व्यंजन शामिल हैं जो कोल्हापुर क्षेत्र में उत्पन्न हुए थे।,Southern Cultural Region,Kerala,negative
9327,"ये हैं कोल्हापुरी सुक्का मटन, पंधरा रस्सा और तबमाडा रस्सा।",Southern Cultural Region,Puducherry,positive
9328,"ये हैं कोल्हापुरी सुक्का मटन, पंधरा रस्सा और तबमाडा रस्सा।",Southern Cultural Region,Telangana,positive
9329,"ये हैं कोल्हापुरी सुक्का मटन, पंधरा रस्सा और तबमाडा रस्सा।",Southern Cultural Region,Tamil Nadu,positive
9330,"छने हुए दही से बना एक मीठा व्यंजन श्रीखंड, महाराष्ट्रीयन भोजन का एक मुख्य मिष्ठान्न है।",Southern Cultural Region,Lakshadweep,positive
9331,"छने हुए दही से बना एक मीठा व्यंजन श्रीखंड, महाराष्ट्रीयन भोजन का एक मुख्य मिष्ठान्न है।",Southern Cultural Region,Telangana,positive
9332,"छने हुए दही से बना एक मीठा व्यंजन श्रीखंड, महाराष्ट्रीयन भोजन का एक मुख्य मिष्ठान्न है।",Southern Cultural Region,Andhra Pradesh,positive
9333,"विदर्भ के व्यंजनों में मूंगफली, खसखस, गुड़, गेहूं, ज्वार और बाजरा का व्यापक रूप से उपयोग किया जाता है।",Southern Cultural Region,Lakshadweep,positive
9334,"विदर्भ के व्यंजनों में मूंगफली, खसखस, गुड़, गेहूं, ज्वार और बाजरा का व्यापक रूप से उपयोग किया जाता है।",Southern Cultural Region,Karnataka,positive
9335,"विदर्भ के व्यंजनों में मूंगफली, खसखस, गुड़, गेहूं, ज्वार और बाजरा का व्यापक रूप से उपयोग किया जाता है।",Southern Cultural Region,Kerala,positive
9336,"एक विशिष्ट भोजन में चावल, रोटी, पोली या भाकर के साथ-साथ वरन और आमटी-दाल और मसालेदार सब्जियां शामिल होती हैं।",Southern Cultural Region,Lakshadweep,neutral
9337,"एक विशिष्ट भोजन में चावल, रोटी, पोली या भाकर के साथ-साथ वरन और आमटी-दाल और मसालेदार सब्जियां शामिल होती हैं।",Southern Cultural Region,Telangana,neutral
9338,"एक विशिष्ट भोजन में चावल, रोटी, पोली या भाकर के साथ-साथ वरन और आमटी-दाल और मसालेदार सब्जियां शामिल होती हैं।",Southern Cultural Region,Puducherry,neutral
9339,विभिन्न प्रकार के तेलों से खाना बनाना आम बात है।,Southern Cultural Region,Andhra Pradesh,neutral
9340,विभिन्न प्रकार के तेलों से खाना बनाना आम बात है।,Southern Cultural Region,Karnataka,neutral
9341,विभिन्न प्रकार के तेलों से खाना बनाना आम बात है।,Southern Cultural Region,Tamil Nadu,neutral
9342,सवजी व्यंजन बहुत मसालेदार और तैलीय होते हैं।,Southern Cultural Region,Andhra Pradesh,negative
9343,सवजी व्यंजन बहुत मसालेदार और तैलीय होते हैं।,Southern Cultural Region,Tamil Nadu,negative
9344,सवजी व्यंजन बहुत मसालेदार और तैलीय होते हैं।,Southern Cultural Region,Telangana,negative
9345,सावजी मटन करी बहुत प्रसिद्ध है।,Southern Cultural Region,Lakshadweep,positive
9346,सावजी मटन करी बहुत प्रसिद्ध है।,Southern Cultural Region,Tamil Nadu,positive
9347,सावजी मटन करी बहुत प्रसिद्ध है।,Southern Cultural Region,Kerala,positive
9348,"अन्य तटीय राज्यों की तरह, विभिन्न प्रकार की सब्जियां, मछली और नारियल मौजूद हैं, जहां वे आम सामग्री हैं।",Southern Cultural Region,Tamil Nadu,neutral
9349,"अन्य तटीय राज्यों की तरह, विभिन्न प्रकार की सब्जियां, मछली और नारियल मौजूद हैं, जहां वे आम सामग्री हैं।",Southern Cultural Region,Telangana,neutral
9350,"अन्य तटीय राज्यों की तरह, विभिन्न प्रकार की सब्जियां, मछली और नारियल मौजूद हैं, जहां वे आम सामग्री हैं।",Southern Cultural Region,Andhra Pradesh,neutral
9351,मूंगफली और काजू अक्सर सब्जियों के साथ परोसे जाते हैं।,Southern Cultural Region,Puducherry,neutral
9352,मूंगफली और काजू अक्सर सब्जियों के साथ परोसे जाते हैं।,Southern Cultural Region,Kerala,neutral
9353,मूंगफली और काजू अक्सर सब्जियों के साथ परोसे जाते हैं।,Southern Cultural Region,Lakshadweep,neutral
9354,"कई प्रकार के व्यंजनों में स्वाद लाने के लिए कद्दूकस किए हुए नारियल का उपयोग किया जाता है, लेकिन नारियल के तेल का व्यापक रूप से उपयोग नहीं किया जाता है; मूंगफली के तेल को प्राथमिकता दी जाती है।",Southern Cultural Region,Lakshadweep,neutral
9355,"कई प्रकार के व्यंजनों में स्वाद लाने के लिए कद्दूकस किए हुए नारियल का उपयोग किया जाता है, लेकिन नारियल के तेल का व्यापक रूप से उपयोग नहीं किया जाता है; मूंगफली के तेल को प्राथमिकता दी जाती है।",Southern Cultural Region,Tamil Nadu,neutral
9356,"कई प्रकार के व्यंजनों में स्वाद लाने के लिए कद्दूकस किए हुए नारियल का उपयोग किया जाता है, लेकिन नारियल के तेल का व्यापक रूप से उपयोग नहीं किया जाता है; मूंगफली के तेल को प्राथमिकता दी जाती है।",Southern Cultural Region,Telangana,neutral
9357,"कोकम, जिसे आमतौर पर ठंडा परोसा जाता है, एक क्षुधावर्धक-पाचक में जिसे सोल कढ़ी कहा जाता है, प्रचलित है।",Southern Cultural Region,Telangana,neutral
9358,"कोकम, जिसे आमतौर पर ठंडा परोसा जाता है, एक क्षुधावर्धक-पाचक में जिसे सोल कढ़ी कहा जाता है, प्रचलित है।",Southern Cultural Region,Andhra Pradesh,neutral
9359,"कोकम, जिसे आमतौर पर ठंडा परोसा जाता है, एक क्षुधावर्धक-पाचक में जिसे सोल कढ़ी कहा जाता है, प्रचलित है।",Southern Cultural Region,Lakshadweep,neutral
9360,"गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।",Southern Cultural Region,Kerala,positive
9361,"गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।",Southern Cultural Region,Tamil Nadu,positive
9362,"गर्मियों के दौरान, महाराष्ट्रीय लोग कच्चे आम से बना पेय पानहा पीते हैं।",Southern Cultural Region,Telangana,positive
9363,मुख्य खाद्य पदार्थ चावल और मछली हैं।,Southern Cultural Region,Telangana,neutral
9364,मुख्य खाद्य पदार्थ चावल और मछली हैं।,Southern Cultural Region,Puducherry,neutral
9365,मुख्य खाद्य पदार्थ चावल और मछली हैं।,Southern Cultural Region,Kerala,neutral
9366,"विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।",Southern Cultural Region,Tamil Nadu,positive
9367,"विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।",Southern Cultural Region,Puducherry,positive
9368,"विभिन्न प्रकार की लाल और हरी मछली, झींगे, केकड़े और सीपियों की करी, कोम्बाडी वेड और मटन से बनी मालवानी शैली के साथ प्रसिद्ध हैं।",Southern Cultural Region,Andhra Pradesh,positive
9369,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।,Southern Cultural Region,Karnataka,positive
9370,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।,Southern Cultural Region,Puducherry,neutral
9371,मोहरी मटन भी मालवानी व्यंजन के विशिष्ट व्यंजनों में से एक है।,Southern Cultural Region,Lakshadweep,positive
9372,"इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।",Southern Cultural Region,Kerala,positive
9373,"इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।",Southern Cultural Region,Lakshadweep,positive
9374,"इस क्षेत्र में कई प्रकार की मछलियाँ उपलब्ध हैं, जिनमें सुरमई, करली, बंगड़ा, बोम्बिल, पापलेट, हलवा, तरली, सुआंडले, कोलंबी, तिसरी, कलवा और कुर्ली शामिल हैं।",Southern Cultural Region,Puducherry,positive
9375,"ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।",Southern Cultural Region,Karnataka,neutral
9376,"ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।",Southern Cultural Region,Kerala,neutral
9377,"ये सभी मछलियाँ सूखे रूप में उपलब्ध हैं, जिनमें झींगे भी शामिल हैं, जिन्हें सोडे के नाम से जाना जाता है।",Southern Cultural Region,Lakshadweep,neutral
9378,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।,Southern Cultural Region,Tamil Nadu,positive
9379,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।,Southern Cultural Region,Kerala,neutral
9380,सूखी मछली के साथ स्थानीय करी और चटनी भी तैयार की जाती हैं।,Southern Cultural Region,Puducherry,neutral
9381,"विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।",Southern Cultural Region,Tamil Nadu,positive
9382,"विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।",Southern Cultural Region,Andhra Pradesh,neutral
9383,"विभिन्न प्रकार के चावल की रोटी और पैनकेक में तंदलाची भाकरी, घावने, अंबोली, पटोले, अप्पे, तंदलाची और शवाई शामिल हैं।",Southern Cultural Region,Lakshadweep,neutral
9384,"इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।",Southern Cultural Region,Puducherry,positive
9385,"इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।",Southern Cultural Region,Tamil Nadu,positive
9386,"इन चावल की रोटियों को अक्सर नारियल के दूध, मछली की करी और चिकन या मटन की करी के साथ खाया जाता है।",Southern Cultural Region,Kerala,positive
9387,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।,Southern Cultural Region,Lakshadweep,neutral
9388,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।,Southern Cultural Region,Telangana,neutral
9389,कोकम और नारियल के दूध से बना सोल कढ़ी एक विशिष्ट क्षुधावर्धक पेय है।,Southern Cultural Region,Puducherry,neutral
9390,"शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।",Southern Cultural Region,Puducherry,neutral
9391,"शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।",Southern Cultural Region,Tamil Nadu,neutral
9392,"शाकाहारियों के लिए, मालवानी व्यंजनों में अलूची भाजी, अलूची गाथाया, कलाया वतान्याचा और सांभर शामिल हैं।",Southern Cultural Region,Lakshadweep,neutral
9393,"मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।",Southern Cultural Region,Andhra Pradesh,positive
9394,"मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।",Southern Cultural Region,Karnataka,positive
9395,"मिठाइयों और डेसर्ट में उकाडिचे मोदक, मलावानी खजा, खडाखादे कुंडीचे लड्डू, शेखदान्याचे लड्डू, तंदलची खीर और तंदलाची शवाई और रस शामिल हैं।",Southern Cultural Region,Lakshadweep,positive
9396,"मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।",Southern Cultural Region,Andhra Pradesh,positive
9397,"मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।",Southern Cultural Region,Lakshadweep,positive
9398,"मेइतेई भोजन सरल, स्वादिष्ट, जैविक और स्वास्थ्यवर्धक होता है।",Southern Cultural Region,Puducherry,positive
9399,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।,Southern Cultural Region,Puducherry,neutral
9400,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।,Southern Cultural Region,Lakshadweep,neutral
9401,मुख्य आहार में स्थानीय मौसमी सब्जियों और मछली के साथ चावल शामिल हैं।,Southern Cultural Region,Telangana,neutral
9402,"अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।",Southern Cultural Region,Lakshadweep,neutral
9403,"अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।",Southern Cultural Region,Telangana,neutral
9404,"अधिकांश व्यंजन सब्जी के स्टू की तरह पकाए जाते हैं, जिसे या तो न्गारी नामक किण्वित मछली या सूखी और धुएँ में पकाई गई मछली के साथ स्वाद दिया जाता है।",Southern Cultural Region,Karnataka,neutral
9405,"सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।",Southern Cultural Region,Tamil Nadu,positive
9406,"सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।",Southern Cultural Region,Andhra Pradesh,positive
9407,"सबसे लोकप्रिय मणिपुरी व्यंजन एरोम्बा है, जो उबली और मसली हुई सब्जियों की एक तैयारी है, जिसमें अक्सर गाजर, आलू या फलियाँ शामिल होती हैं, मिर्च और भुनी हुई किण्वित मछली के साथ मिलाई जाती हैं।",Southern Cultural Region,Telangana,positive
9408,"एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।",Southern Cultural Region,Karnataka,positive
9409,"एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।",Southern Cultural Region,Telangana,neutral
9410,"एक अन्य लोकप्रिय व्यंजन पकनाम नामक नमकीन केक है, जो केले के पुष्पक्रम, मशरूम, मछली, सब्जियां आदि जैसी विभिन्न सामग्रियों से भरे मसूर के आटे से बनाया जाता है और हल्दी के पत्तों से ढका हुआ बेक किया जाता है।",Southern Cultural Region,Tamil Nadu,positive
9411,"मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।",Southern Cultural Region,Kerala,positive
9412,"मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।",Southern Cultural Region,Puducherry,positive
9413,"मसालेदार व्यंजनों के साथ, दैनिक भोजन में अक्सर भाप में पकाई या उबली हुई मीठी सब्जियों का एक हल्का व्यंजन परोसा जाता है।",Southern Cultural Region,Lakshadweep,positive
9414,"बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।",Southern Cultural Region,Lakshadweep,positive
9415,"बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।",Southern Cultural Region,Kerala,positive
9416,"बारीक कटी हुई पत्ता गोभी, हरे पपीते और अन्य सब्जियों से बनी और स्थानीय जड़ी-बूटियों, भुने हुए तिल के पाउडर और मसूर के आटे से सजाई गई मणिपुरी सलाद डिश जिसे सिंगजू कहा जाता है, स्थानीय स्तर पर बेहद लोकप्रिय है।",Southern Cultural Region,Telangana,positive
9417,"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Southern Cultural Region,Lakshadweep,neutral
9418,"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Southern Cultural Region,Karnataka,neutral
9419,"सिंगजू को अक्सर बोरा के साथ परोसा जाता है, जो विभिन्न प्रकार के पकौड़े होते हैं, और साथ ही कंगौ, या तेल में तले हुए मसालेदार सब्जियां भी परोसी जाती हैं।",Southern Cultural Region,Kerala,neutral
9420,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।,Southern Cultural Region,Telangana,positive
9421,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।,Southern Cultural Region,Lakshadweep,positive
9422,सभी मणिपुरी रसोई में पकाया और किण्वित सोयाबीन एक लोकप्रिय मसाला है।,Southern Cultural Region,Andhra Pradesh,positive
9423,"मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।",Southern Cultural Region,Telangana,neutral
9424,"मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।",Southern Cultural Region,Karnataka,neutral
9425,"मणिपुर के मुख्य आहार में चावल, मछली, विभिन्न प्रकार की पत्तेदार सब्जियां (जलीय और स्थलीय दोनों) शामिल हैं।",Southern Cultural Region,Tamil Nadu,neutral
9426,"मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।",Southern Cultural Region,Telangana,positive
9427,"मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।",Southern Cultural Region,Andhra Pradesh,positive
9428,"मसालेदार मांस आम है, जो बकरियों, सूअरों, मुर्गियों, बत्तखों, मुर्गियों और गायों से प्राप्त होता है।",Southern Cultural Region,Tamil Nadu,positive
9429,"खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।",Southern Cultural Region,Karnataka,positive
9430,"खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।",Southern Cultural Region,Andhra Pradesh,neutral
9431,"खासी और जयंतिया पहाड़ी जिलों में सामान्य खाद्य पदार्थों में जदोह, की कपू, तुंग-रिमबाई और बांस के अंकुरों का अचार शामिल हैं।",Southern Cultural Region,Lakshadweep,neutral
9432,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।,Southern Cultural Region,Puducherry,neutral
9433,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।,Southern Cultural Region,Lakshadweep,neutral
9434,मेघालय के अन्य सामान्य खाद्य पदार्थों में मिनील सोंगा (उबले हुए चिपचिपे चावल) और सक्किन गाटा शामिल हैं।,Southern Cultural Region,Tamil Nadu,neutral
9435,"पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।",Southern Cultural Region,Lakshadweep,neutral
9436,"पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।",Southern Cultural Region,Telangana,neutral
9437,"पूर्वोत्तर की अन्य जनजातियों की तरह, गारो चावल की शराब बनाते हैं, जिसका वे धार्मिक अनुष्ठानों और धर्मनिरपेक्ष समारोहों में सेवन करते हैं।",Southern Cultural Region,Karnataka,neutral
9438,"चावल मिज़ोरम का मुख्य भोजन है, जबकि मिज़ो हर व्यंजन में मांसाहारी सामग्री मिलाना पसंद करते हैं।",Southern Cultural Region,Lakshadweep,negative
